serial_number,name,nem_candidate_id,party,criminal_cases,education,age,assets,assets_in_words,liabilities,liabilities_in_words
367,Sanjeeva Reddy Gaddam,6718,IND,0,Graduate Professional,62,"55,83,087",55 Lacs,0,
368,Sankenapalli. Devadas,6219,Anti Corruption Dynamic Party,0,12th Pass,40,"1,60,000",1 Lacs,0,
369,Santhosh Kamareddy,6719,IND,0,10th Pass,39,0,0,0,
370,Santosh Barla,6720,IND,0,12th Pass,40,"44,30,000",44 Lacs,"2,00,000",2 Lacs
371,Santosh Komamula,6721,IND,0,12th Pass,34,"1,65,77,000",1 Crore,"13,86,000",13 Lacs
372,Sapavat Devaram,6867,IND,0,Graduate Professional,28,"64,986",64 Thou,0,
373,Sayanna Bai,6722,IND,0,Illiterate,47,"9,85,000",9 Lacs,0,
374,Shaik Muneer Pasha,4838,IND,0,12th Pass,39,"1,42,000",1 Lacs,0,
375,Shakti Satayavathi,5088,Pyramid Party of India,0,10th Pass,55,"65,000",65 Thou,0,
376,Shankar Yenugu,6723,IND,0,Post Graduate,35,"12,51,000",12 Lacs,"90,000",90 Thou
377,Shankara Rao Gopagani,6901,IND,0,Post Graduate,61,"66,50,000",66 Lacs,"6,00,000",6 Lacs
378,Shruthi Bangaru,4853,BJP,0,Post Graduate,43,"5,17,01,683",5 Crore,"8,86,328",8 Lacs
379,Singapaka Lingam,6866,IND,0,Illiterate,44,0,0,0,
380,Sirikonda Krishna,6218,Secular Democratic Congress,0,8th Pass,35,"25,000",25 Thou,0,
381,Sirivolu Venkata Ramana Rao,6863,Samajwadi Forward Bloc,0,10th Pass,52,"2,90,000",2 Lacs,0,
382,Solipuram Venugopal Reddy,6844,Ambedkar National Congress,0,10th Pass,42,"57,00,000",57 Lacs,"5,00,000",5 Lacs
383,Soma Srinivas,6725,IND,0,10th Pass,29,"4,77,000",4 Lacs,"2,35,000",2 Lacs
384,Sreenu Vadthya,4864,IND,0,Post Graduate,34,"19,23,826",19 Lacs,"10,00,000",10 Lacs
385,Srikanth Chiliveru,4824,IND,3,10th Pass,36,"35,000",35 Thou,0,
386,Srinivas Gundeti,6727,IND,0,Illiterate,31,"8,10,000",8 Lacs,"1,00,000",1 Lacs
387,Srinivasulu Buddula,4852,IND,0,10th Pass,45,"9,25,000",9 Lacs,"32,000",32 Thou
388,Srirama Naik Munavath,6793,IND,1,Doctorate,33,"14,000",14 Thou,0,
389,Sriramulu Muthyala,6865,IND,0,10th Pass,59,0,0,0,
390,Sujith Gadepalli,6728,IND,0,5th Pass,30,"48,18,000",48 Lacs,"11,00,000",11 Lacs
391,Suman Maggidi,6729,IND,0,10th Pass,28,"13,08,000",13 Lacs,"1,65,000",1 Lacs
392,Sunketa Ravi,6730,IND,0,Graduate,42,"93,79,776",93 Lacs,"2,98,000",2 Lacs
393,Surakanti Raja Reddy,6731,IND,0,Illiterate,56,"60,70,000",60 Lacs,"2,70,000",2 Lacs
394,Suresh Baddam,6732,IND,0,5th Pass,31,"3,90,000",3 Lacs,"1,99,000",1 Lacs
395,Suresh Basa,6733,IND,0,Graduate,35,"10,72,677",10 Lacs,"50,000",50 Thou
396,Suresh Kanakam,6874,Samajwadi Forward Bloc,0,12th Pass,46,"62,40,000",62 Lacs,0,
397,Surukanti Chinna Anjaiah,6734,IND,0,5th Pass,38,"53,05,000",53 Lacs,"85,000",85 Thou
398,Swami Reddy Sama,6735,IND,0,10th Pass,35,"7,55,000",7 Lacs,"2,21,000",2 Lacs
399,T. Durga Prasad,6830,IND,0,Post Graduate,33,0,0,0,
400,Talari Suman,6736,IND,0,Post Graduate,32,"3,50,000",3 Lacs,0,
401,Talasani Sai Kiran,5086,TRS,6,Post Graduate,32,"30,10,11,219",30 Crore,"6,84,89,543",6 Crore
