Unnamed: 0,Sno,candidate_name,age,constituency,party,education_details,education,criminal_cases,total_assets,assets_description,liabilities_description,total_liabilities,url,constituency_id,candidate_id,Election_Type,party_id,en,hi
109,954,Sanjay Kumar,52,BAKHRI (SC),Lok Janshakti Party (Ram Vilas),"B.A. From Hindi Vidyapith Deoghar, Year-1998",Graduate,1,2230017,22 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=996,26,996,General,36,done,done
110,645,Nira Devi,39,BAKHRI (SC),Rashtriya Lok Janshakti Party,"12th Pass From D.S.I College, Begusarai, Year-2008",12th Pass,0,455153,4 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=991,26,991,General,12,done,done
111,1249,Vikash Kumar,52,BAKHRI (SC),NCP,"ITI Diploma From ITI College, Saupaul, Year-1991",Others,0,4381000,43 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=997,26,997,General,37,done,done
112,435,Kiran Kumari,29,BAKHRI (SC),IND,"M.A. From L.N.M.B.U., Darbhanga",Post Graduate,0,4220600,42 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=993,26,993,General,1,done,done
113,178,Balmiki Singh,55,BAKHTIARPUR,Jan Suraaj Party,Intermediate From B.D College Patna in 1885,12th Pass,0,43521050,4 Crore,75 Lacs,7557014.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=367,8,367,General,4,done,done
114,122,Arun Thakur,50,BAKHTIARPUR,AAP,B.Com From Indra Gandhi Open University in 2023,Graduate,0,1190000,11 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=999,8,999,General,15,done,done
115,117,Arun Kumar S/O Satrughan Sao,51,BAKHTIARPUR,Lok Janshakti Party (Ram Vilas),Graduate,Graduate,0,3295000,32 Lacs,10 Lacs,1000000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=812,8,812,General,36,done,done
116,1040,Shambhu Singh,60,BAKHTIARPUR,IND,B.Com Hons From Patna University in 1990,Graduate,0,5392000,53 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=483,8,483,General,1,done,done
117,840,Ram Ratan Prasad Singh,67,BAKHTIARPUR,IND,I.A,12th Pass,0,9155103,91 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=809,8,809,General,1,done,done
118,98,Aniruddh Kumar,55,BAKHTIARPUR,RJD,Intermediate From Ramlakhan Singh Yadav School Bakhtiarpur Magdh University Bodh Gaya in 1993,12th Pass,13,45373889,4 Crore,15 Lacs,1531198.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=366,8,366,General,11,done,done
119,350,Gulshan Kumar Yadav,30,BAKHTIARPUR,Janshakti Janta Dal,"M.D. Physician, V.N. Karazin Kharkiv National University ,Ukraine ,2022.",Post Graduate,0,9267509,92 Lacs,11 Lacs,1127893.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=810,8,810,General,6,done,done
120,116,Arun Kumar S/O Nagendra Prasad Singh,45,BAKHTIARPUR,IND,Matric Pass From High School,10th Pass,0,87748000,8 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=157,8,157,General,1,done,done
121,898,Ravi Prakash,32,BANIAPUR,IND,"MA From AISECT University Hazaribag. Jharkhand, Year 2023",Post Graduate,2,9795000,97 Lacs,34 Lacs,3400000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=370,5,370,General,1,done,done
122,1083,Shravan Kumar,57,BANIAPUR,Jan Suraaj Party,"Non Matric From Alipur Raksaul Vidhyapith Hindi High School, Year-1987",8th Pass,3,4580000,45 Lacs,70 Lacs,7000000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=369,5,369,General,4,done,done
123,1094,Shyam Kumar Singh,40,BANIAPUR,IND,"Intermediate From Mashrakh College, Mashrakh, Bihar Intermediate Education Council Patna, Year-2001",12th Pass,1,9517030,95 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=368,5,368,General,1,done,done
124,234,Chandni Devi,56,BANIAPUR,RJD,Intermediate (Arts) From MDDM College Muzaffarpur year 1988,12th Pass,0,29108122,2 Crore,4 Lacs,444254.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=814,5,814,General,11,done,done
125,225,Byas Manjhi,54,BANIAPUR,BSP,"Law Graduate From Ganga Singh College J.P. University Chapra &amp; Graduate Science From Ramjaipal College, Chapra Year-1994",Graduate Professional,0,2370000,23 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=158,5,158,General,5,done,done
126,431,Kedar Nath Singh,61,BANIAPUR,BJP,"Graduate From Jaglal Chaudhary College Chapra Saran,  Baba Saheb Bheem Rao Ambedkar University, Year 1986",Graduate,4,50150899,5 Crore,1 Crore,11083133.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=813,5,813,General,0,done,done
127,732,Pushpa Kumari,30,BANIAPUR,Janshakti Janta Dal,"Graduate From J.P. University, Year-2005",Graduate,1,5550000,55 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=371,5,371,General,6,done,done
128,780,Rajesh Kumar Singh,50,BANIAPUR,IND,Intermediate From Mashrakh College Mashrakh Saran Year 1993 &amp; Matric From Nageshwar High School Bahadurpur Mashrakh Saran Year 1991,12th Pass,3,11363500,1 Crore,1 Lacs,128000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=816,5,816,General,1,done,done
129,1218,Vandana Kumari,37,BANKIPUR,Jan Suraaj Party,B.A. From Magadh University Ganga Devi College,Graduate,0,47369822,4 Crore,2 Crore,20997990.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=486,44,486,General,4,done,done
130,688,Prabhash Chandra Sharma,43,BANKIPUR,Jagrook Janta Party,Graduate-Hindi (Hons.) From Hindi Vidyapith -Deoghar - Jharkhand (Session 2002 - 2005) Year In 2007,Graduate,1,4491880,44 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=485,44,485,General,14,done,done
131,647,Niranjan Kumar Achary,48,BANKIPUR,Right to Recall Party,"Inter Pass Out From Inter Council Bihar, Year 1994, DS College, Jamui",12th Pass,0,100000,1 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=819,44,819,General,38,done,done
132,655,Nitin Nabin,45,BANKIPUR,BJP,"Inter From C.B.S.E. New Delhi, C.S.K.M. Public School New Delhi In 1998",12th Pass,5,30696962,3 Crore,56 Lacs,5666013.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=372,44,372,General,0,done,done
133,936,S. Sajjad Hussain Akhter,45,BANKIPUR,IND,"Intermediate from Patna College, Patna University In 1996",12th Pass,0,588643,5 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1003,44,1003,General,1,done,done
134,42,Akhilesh Kumar,53,BANKIPUR,IND,Intermediate (Arts) from B.I.E.C. Patna In 1984,12th Pass,0,12456706,1 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=818,44,818,General,1,done,done
135,671,Pankaj Kumar,50,BANKIPUR,AAP,"M.B.B.S. From Patna University Patna University, Patna In 1999, D.L.O. From DMCH, Darbhanga, LNMU Darbhanga In 2006",Graduate Professional,0,93929241,9 Crore,62 Lacs,6244851.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=159,44,159,General,15,done,done
136,914,Rekha Kumari,45,BANKIPUR,RJD,B.A. From Ram Narayan Memorial College Vinoba Bhave University Hazaribagh In 2000,Graduate,1,80413394,8 Crore,3 Crore,31658914.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1005,44,1005,General,11,done,done
137,897,Ravi Kumar,31,BANKIPUR,IND,Intermedicate From St. Joseph Public School Samastipur Bihar In 2011,12th Pass,1,5594706,55 Lacs,13 Lacs,1380000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1006,44,1006,General,1,done,done
138,327,Faiz Ahmad,35,BARAULI,Jan Suraaj Party,M.A. from J.P. University Chapara 2012,Post Graduate,1,20350000,2 Crore,35 Lacs,3580603.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1012,4,1012,General,4,done,done
139,1104,Sita Devi,44,BARAULI,IND,Literate,Literate,0,15945000,1 Crore,,0.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=44,4,44,General,1,done,done
140,932,Rudal Mahato,50,BARAULI,Rashtriya Jansambhavna Party,9th Pass from High School Dharamparsa in 1992,8th Pass,0,5047000,50 Lacs,50 Thou,50000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=20,4,20,General,8,done,done
141,917,Reyazul Haque Alias Raju,60,BARAULI,BSP,Graduation from Hindi Vidhyapith Deoghar in 1997,Graduate,6,50106121,5 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1016,4,1016,General,5,done,done
142,511,Manjeet Kumar Singh,53,BARAULI,JD(U),"Graduation (Arts) from Uday Pratap College, Varanasi, Purvanchal University Jaunpur in 1996",Graduate,1,24968752,2 Crore,12 Lacs,1284262.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1018,4,1018,General,10,done,done
143,449,Krishna Shah,34,BARAULI,IND,"BBA from Bahra University, Shimla in 2015",Graduate Professional,0,10670600,1 Crore,25 Lacs,2500000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=262,4,262,General,1,done,done
144,291,Dilip Kumar Singh,42,BARAULI,RJD,"Matric from High School Barauli, Gopalganj in 1997",10th Pass,0,131415845,13 Crore,7 Crore,79784204.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1015,4,1015,General,11,done,done
145,1111,Sonu Kumar,37,BARAULI,IND,"Post Graudation (Maths) from J.P. University Chapra in 2010, Graudation from J.P. University Chapra",Post Graduate,1,22260000,2 Crore,1 Lacs,100000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1014,4,1014,General,1,done,done
146,513,Manju Kumari,36,BARAULI,IND,Graduation from SMD College in 2011,Graduate,0,7922000,79 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1013,4,1013,General,1,done,done
147,682,Pawan Kumar,28,BARBIGHA,The Plurals Party,Intermediate From N.B College Hatiyava Bhagalpur University Bihar Board in 2015,12th Pass,0,3145000,31 Lacs,29 Thou,29100.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1022,213,1022,General,20,done,done
148,1010,Satish Kumar,69,BARBIGHA,IND,Graduate Hons. Zoology Science From Bihar University Muzaffarpur in 1969,Graduate,2,33191000,3 Crore,8 Lacs,800000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1020,213,1020,General,1,done,done
149,309,Dr. Kumar Puspanjay,62,BARBIGHA,JD(U),"Doctorate of Philosphy (Ph.D) From Magadh University in 1992 , Bachelor of Law (L.L.B) From Magadh University in 1990,",Doctorate,0,945302587,94 Crore,1 Crore,18280275.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=487,213,487,General,10,done,done
150,962,Sanjay Kumar Prabhat,50,BARBIGHA,IND,Post Graduate From Magadh University Bandh Gaya in 1997-99,Post Graduate,1,158595000,15 Crore,6 Lacs,600000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1024,213,1024,General,1,done,done
151,608,Mukesh Kumar Singh,49,BARBIGHA,Jan Suraaj Party,B. Sc Nautical Science From University of Mumbai in 2009,Graduate,0,239016739,23 Crore,73 Lacs,7393502.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=489,213,489,General,4,done,done
152,1195,Trishuldhari Singh,66,BARBIGHA,INC,Literate,Literate,0,107574089,10 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1021,213,1021,General,31,done,done
153,1122,Sudarshan Kumar,44,BARBIGHA,IND,Intermediate From B.N College Patna,12th Pass,0,93800000,9 Crore,4 Crore,46281000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1023,213,1023,General,1,done,done
154,617,Murari Kumar,37,BARBIGHA,BSP,Intermediate From Bihar School Examination Board Patna Lohan High School in 2008,12th Pass,2,2285000,22 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1025,213,1025,General,5,done,done
155,1101,Sikandar Chaudhari,44,BARBIGHA,Right to Recall Party,10th Pass From Govt School Bihata Village Sheikhpura in 2022 Bihar School Examination Board,10th Pass,0,60000,60 Thou,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=488,213,488,General,38,done,done
156,901,Ravi Ranjan Kumar,38,BARH,IND,Graduate Arts from Magadh University Bodh gaya S.B.R.College Barh 2010,Graduate,0,3151000,31 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=823,87,823,General,1,done,done
157,489,Madhukar Jay Vijay,41,BARH,AAP,Matric from High School 1994,10th Pass,0,446500,4 Lacs,2 Lacs,200000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=822,87,822,General,15,done,done
158,649,Niranjan Prasad,73,BARH,Panchpauniya Samaj Party,B.A. Pass,Graduate,2,2071000,20 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=264,87,264,General,39,done,done
159,70,Amitabh Bachchan,38,BARH,Rashtriya Sanatan Party,"Matric Passed , Sikandra High School 2004",10th Pass,0,4161061,41 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=656,87,656,General,40,done,done
160,1155,Suraj Kumar,26,BARH,IND,B.Sc. Hons. from S.B.R. College Magadh University,Graduate,0,7643000,76 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=821,87,821,General,1,done,done
161,499,Mahesh Prasad Singh,59,BARH,Jan Suraaj Party,Graduate from A.N Singh College Barh 1989,Graduate,5,189923023,18 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=655,87,655,General,4,done,done
162,425,Karnveer Singh Yadav,55,BARH,RJD,"Graduate , A.N. Singh College Barh Magadh University Bodh Gaya . 1993",Graduate,15,180583077,18 Crore,55 Lacs,5555398.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=654,87,654,General,11,done,done
163,1057,Shatrudhan Varma,62,BARH,Peoples Party of India (Democratic),Non Matric,8th Pass,0,1000,1 Thou,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1027,87,1027,General,27,done,done
164,108,Arbind Kumar,53,BARH,IND,B.A. Saiyad Nehal Ahsan College M.U. Bodhgaya,Graduate,0,2717762,27 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=820,87,820,General,1,done,done
165,904,Ravikant Prasad Yadav,62,BARH,IND,Inter Pass from Ram Jaipal Singh Yadav College Barh Patna 1993,12th Pass,0,12358104,1 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=160,87,160,General,1,done,done
166,1049,Sharvan Pandey,69,BARH,IND,Matric 1982,10th Pass,0,827000,8 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=375,87,375,General,1,done,done
167,1108,Siyaram Singh,48,BARH,BJP,"M.D., MBBS, PMCH Patna 2003 Patna University",Post Graduate,0,73236656,7 Crore,53 Lacs,5300000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=374,87,374,General,0,done,done
168,180,Banshidhar Singh,61,BARHARA,IND,"Hotel Manegment from Taratala Kolkata in 1986, Matric in 1980",Others,0,162783883,16 Crore,2 Crore,20028393.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1029,256,1029,General,1,done,done
169,439,Kisun Prasad,61,BARHARA,IND,Graduate from IGNOU in 2002,Graduate,0,97977790,9 Crore,11 Lacs,1190000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=829,256,829,General,1,done,done
170,412,Kajal,39,BARHARA,IND,"B.A. (Hons) from J.D. Womens College, Patna in 2010",Graduate,0,191280070,19 Crore,9 Crore,91100791.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=825,256,825,General,1,done,done
171,271,Dharampal Yadav,54,BARHARA,IND,"Intermediate from Jagjiwan College, Ara in 1993,  Veer Kunwar Singh University (VKSU), Ara",12th Pass,1,8470000,84 Lacs,19 Lacs,1950000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=824,256,824,General,1,done,done
172,1023,Saurabh Singh Yadav,29,BARHARA,Jan Suraaj Party,"Postgraduation from S.B. College Ara, Veer Kunwar Singh University, Ara Year 2020",Post Graduate,1,240000,2 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=657,256,657,General,4,done,done
173,741,Raghvendra Pratap Singh,72,BARHARA,BJP,"Matric from T.A.J. High School, Dhamar in 1968",10th Pass,1,9435532,94 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=826,256,826,General,0,done,done
174,997,Santosh Kumar Singh,48,BARHARA,Peoples Party of India (Democratic),Matric,10th Pass,0,13760000,1 Crore,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=377,256,377,General,27,done,done
175,1006,Saroj Yadav,35,BARHARA,IND,"Matric from Geeta Sanskrit School, Arrah in 2006",10th Pass,7,36307462,3 Crore,63 Lacs,6355000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1030,256,1030,General,1,done,done
176,888,Ranvijay Kumar Singh,43,BARHARA,IND,"B.Sc. (Math) R.K.D.F. University, Bhopal Year 2016",Graduate,0,191280070,19 Crore,9 Crore,91100791.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=490,256,490,General,1,done,done
177,1024,Saurav Narang,33,BARHARA,IND,"B.Tech (Mechanical Engineering) From IIT, Kanpur Year 2011-15",Graduate Professional,0,420000,4 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=658,256,658,General,1,done,done
178,1062,Shiv Das Singh,86,BARHARA,IND,Pre University from T.N.B. College in Bhagalpur in 1963,12th Pass,0,647059,6 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=830,256,830,General,1,done,done
179,138,Ashok Kumar Singh,49,BARHARA,RJD,B.A. from Veer Kunwar Singh University Ara Bihar,Graduate,4,237696837,23 Crore,2 Crore,24853766.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=659,256,659,General,11,done,done
180,1174,Surya Bhan Singh,58,BARHARA,IND,Intermediate from South Eastern Railway Khadagpur in 1982,12th Pass,0,174043254,17 Crore,2 Crore,28247025.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=828,256,828,General,1,done,done
181,408,Jitendra Yadav,45,BARHARIA,AAP,"Matric from BSEB Patna, MCH H/S Uchagaon (Gopalganj) in 1994",10th Pass,0,3450000,34 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1031,185,1031,General,15,done,done
182,746,Rahul Kumar,25,BARHARIA,IND,Intermediate Pass from SN Tiwari Senior Secondary School Gopalganj Bihar Intermediate School Education Board Patna in 2021,12th Pass,0,11640000,1 Crore,6 Lacs,650000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=33,185,33,General,1,done,done
183,854,Ramdas Tiwari,52,BARHARIA,IND,"Intermediate from DAB Inter College, Siwan, BIEB Patna in 1992",12th Pass,3,66240000,6 Crore,10 Lacs,1000000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1033,185,1033,General,1,done,done
184,1059,Shekh Shahnawaz Alam,43,BARHARIA,Jan Suraaj Party,Master of Surgery in General Surgery (MS Gen. Surgery) Alighar Muslim University (AMU) Delhi in 2012,Post Graduate,0,87728834,8 Crore,6 Crore,68956120.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=378,185,378,General,4,done,done
185,353,Hareram Singh,53,BARHARIA,IND,"Law Graduate from Munshi Singh College, Motihari Bihar University Muzaffarpur Year 2003",Graduate Professional,0,970500,9 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=379,185,379,General,1,done,done
186,254,Deepak Kumar,25,BARHARIA,IND,Intermediate from BSCA Inter College Barharia Siwan in 2018,12th Pass,0,863000,8 Lacs,,,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1035,185,1035,General,1,done,done
187,114,Arun Kumar Gupta,54,BARHARIA,RJD,Intermediate from Madhyamik Shiksha Parishad UP in 1991,12th Pass,2,547506382,54 Crore,5 Crore,54607739.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1036,185,1036,General,11,done,done
188,738,Radheshyam Sharma,38,BARHARIA,Jagrook Janta Party,"Matric from Asarfi Lal High School Chitauli, Dist. Siwan, BSEB in 2003",10th Pass,2,12823500,1 Crore,32 Lacs,3200000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=1034,185,1034,General,14,done,done
189,1237,Vijay Kumar Yadav,53,BARHARIA,BSP,"Graduate from DAV College, Siwan in 1994",Graduate,0,3754000,37 Lacs,50 Thou,50000.0,https://www.myneta.info/Bihar2025/candidate.php?candidate_id=661,185,661,General,5,done,done
